path,old_commit,old_nloc,old_token_count,old_avg_token_count,old_avg_nloc,old_avg_cyclo_comp,old_cumulative_cyclo_comp,current_commit,current_nloc,current_token_count,current_avg_token_count,current_avg_nloc,current_avg_cyclo_comp,current_cumulative_cyclo_comp
vpr/src/pack/post_routing_pb_pin_fixup.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,606,4756,334.64285714285717,42.642857142857146,7.642857142857143,107,4cdcefd565a873d2eb55106c6eaa0cc81080441c,606,4756,334.64285714285717,42.642857142857146,7.642857142857143,107
vpr/src/power/power.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,1377,9652,287.03125,40.90625,7.40625,237,4cdcefd565a873d2eb55106c6eaa0cc81080441c,1377,9650,286.96875,40.90625,7.40625,237
vpr/src/route/annotate_routing.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,47,323,303.0,41.0,10.0,10,4cdcefd565a873d2eb55106c6eaa0cc81080441c,47,319,299.0,41.0,10.0,10
vpr/src/route/check_route.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,562,4042,238.6875,33.0,7.625,122,4cdcefd565a873d2eb55106c6eaa0cc81080441c,562,4038,238.4375,33.0,7.625,122
vpr/src/route/check_rr_graph.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,463,3629,354.9,44.9,16.7,167,4cdcefd565a873d2eb55106c6eaa0cc81080441c,463,3631,355.1,44.9,16.7,167
vpr/src/route/clock_connection_builders.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,221,1577,69.86363636363636,9.636363636363637,2.6818181818181817,59,4cdcefd565a873d2eb55106c6eaa0cc81080441c,220,1569,69.5,9.590909090909092,2.6818181818181817,59
vpr/src/route/route_breadth_first.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,259,2122,244.5,30.75,6.5,52,4cdcefd565a873d2eb55106c6eaa0cc81080441c,259,2124,244.75,30.75,6.5,52
vpr/src/route/route_common.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,1127,9034,158.88888888888889,19.85185185185185,4.037037037037037,218,4cdcefd565a873d2eb55106c6eaa0cc81080441c,1127,9040,159.0,19.85185185185185,4.037037037037037,218
vpr/src/route/route_timing.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,1382,9621,220.425,30.875,6.05,242,4cdcefd565a873d2eb55106c6eaa0cc81080441c,1382,9629,220.625,30.875,6.05,242
vpr/src/route/route_tree_timing.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,993,7447,138.8235294117647,18.745098039215687,4.019607843137255,205,4cdcefd565a873d2eb55106c6eaa0cc81080441c,993,7453,138.94117647058823,18.745098039215687,4.019607843137255,205
vpr/src/route/router_delay_profiling.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,159,1024,163.83333333333334,24.666666666666668,2.8333333333333335,17,4cdcefd565a873d2eb55106c6eaa0cc81080441c,159,1032,165.16666666666666,24.666666666666668,2.8333333333333335,17
